date,browser,visits
2019-12-10,candroid,441
2019-12-10,Iron,430
2019-12-10,ulta-app-ios,377
2019-12-10,Sephora 19.8,357
2019-12-10,fuelbot,310
2019-12-10,Netscape,240
2019-12-10,Instagram 121.1.0.22.122,218
2019-12-10,DoximityWebView,206
2019-12-10,ulta-app-android,184
2019-12-10,Bluebeam Revu Browser - cef version: 57.0.0.0,172
2019-12-10,Nintendo Browser,127
2019-12-10,Playstation 3,117
2019-12-10,ZhihuHybrid DefaultBrowser osee2unifiedRelease,115
2019-12-10,MRCHROME,111
2019-12-10,Google-Test2,103
2019-12-10,UCWEB,92
2019-12-10,Seznam,65
2019-12-10,Nokia Browser,50
2019-12-10,com.airfind.deltabrowser,48
2019-12-10,Playstation Vita Browser,44
2019-12-10,Uzbl,42
2019-12-10,com.seekingalpha.webwrapper,40
2019-12-10,(not set),39
2019-12-10,AdobeAIR,39
2019-12-10,LeapPadUltimate,39
2019-12-10,osee2unifiedRelease,38
2019-12-10,IE with Chrome Frame,34
2019-12-10,"""Mozilla",33
2019-12-10,iPhone,33
2019-12-10,Emb,32
2019-12-10,com.doximity.doximitydroid,32
2019-12-10,pa11y,32
2019-12-10,NetFront,31
2019-12-10,Airbnb,25
2019-12-10,DDG-Android-3.1.0,25
2019-12-10,bitdiscovery,25
2019-12-10,Mobile IOS 9.0.1.1; Mozilla,24
2019-12-10,LeapPad3Explorer,23
2019-12-10,Nintendo 3DS Browser,23
2019-12-10,CareDroidMedications,21
2019-12-10,Sephora 19.7,21
2019-12-10,LiveSlides,18
2019-12-10,NE3,18
2019-12-10,+Simple Browser,17
2019-12-10,LeapPadPlatinum,17
2019-12-10,Lunascape,17
2019-12-10,Windows NT 6.1,17
2019-12-10,YE,17
2019-12-10,Android Runtime,16
2019-12-10,LINER,15
2019-12-10,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,14
2019-12-10,Instagram 116.0.0.24.361,13
2019-12-10,Outlook-iOS,13
2019-12-10,Sephora 19.7.1,13
2019-12-10,Box,12
2019-12-10,Netsparker Agent,12
2019-12-10,liloiosapp-66.1.4 Mozilla,12
2019-12-10,DingTalkBot-LinkService,11
2019-12-10,Instagram 121.0.0.18.122,11
2019-12-11,Chrome,24254872
2019-12-11,Safari,14781944
2019-12-11,Internet Explorer,3454728
2019-12-11,Edge,2126380
2019-12-11,Firefox,1943240
2019-12-11,Samsung Internet,1187596
2019-12-11,Safari (in-app),468123
2019-12-11,Android Webview,331718
2019-12-11,Opera,134585
2019-12-11,Amazon Silk,94908
2019-12-11,UC Browser,40289
2019-12-11,Mercari_d,27233
2019-12-11,Opera Mini,23924
2019-12-11,Mozilla Compatible Agent,14517
2019-12-11,YaBrowser,12790
2019-12-11,Android Browser,7263
2019-12-11,Coc Coc,5245
2019-12-11,Amazon.com,2037
2019-12-11,ThousandEyes,2016
2019-12-11,Puffin,1961
2019-12-11,Mozilla,1816
2019-12-11,SeaMonkey,1690
2019-12-11,snapchat.com,1596
2019-12-11,BestBuy,1315
2019-12-11,Playstation 4,1273
2019-12-11,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1249
2019-12-11,BlackBerry,1027
2019-12-11,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,844
2019-12-11,[FBAN,817
2019-12-11,Maxthon,772
2019-12-11,Carousel,731
2019-12-11,IRS - TRG19-01Loeim,576
2019-12-11,United States Postal Service - TRG19-01Loeim,575
2019-12-11,Iron,429
2019-12-11,ulta-app-ios,396
2019-12-11,MagentaNews,368
2019-12-11,candroid,350
2019-12-11,Sephora 19.8,289
2019-12-11,Netscape,236
2019-12-11,DoximityWebView,169
2019-12-11,Bluebeam Revu Browser - cef version: 57.0.0.0,147
2019-12-11,Instagram 121.1.0.22.122,131
2019-12-11,Nintendo Browser,120
2019-12-11,ulta-app-android,117
2019-12-11,MRCHROME,115
2019-12-11,ZhihuHybrid DefaultBrowser osee2unifiedRelease,114
2019-12-11,"""Mozilla",108
2019-12-11,Papers,104
2019-12-11,Google-Test2,94
2019-12-11,Playstation 3,78
2019-12-11,Seznam,77
2019-12-11,UCWEB,71
2019-12-11,com.seekingalpha.webwrapper,64
2019-12-11,Playstation Vita Browser,46
2019-12-11,Emb,42
2019-12-11,Uzbl,42
2019-12-11,com.airfind.deltabrowser,42
2019-12-11,(not set),41
2019-12-11,LeapPadUltimate,37
2019-12-11,fuelbot,35
2019-12-11,LeapPad3Explorer,34
2019-12-11,osee2unifiedRelease,33
2019-12-11,Nokia Browser,31
2019-12-11,NetFront,30
2019-12-11,iPhone,30
2019-12-11,IE with Chrome Frame,28
2019-12-11,Mobile IOS 9.0.1.1; Mozilla,28
2019-12-11,pa11y,24
2019-12-11,DDG-Android-3.1.0,23
2019-12-11,LeapPadPlatinum,22
2019-12-11,+Simple Browser,21
2019-12-11,bitdiscovery,21
2019-12-11,Instagram 122.1.0.16.239,19
2019-12-11,Lunascape,18
2019-12-11,MUDV4,18
2019-12-11,LiveSlides,17
2019-12-11,Outlook-iOS,17
2019-12-11,YE,17
2019-12-11,com.doximity.doximitydroid,17
2019-12-11,LINER,16
2019-12-11,AdobeAIR,14
2019-12-11,Airbnb,14
2019-12-11,Android Runtime,13
2019-12-11,Netsparker Agent,12
2019-12-11,Nintendo 3DS Browser,12
2019-12-11,Sephora 19.7,11
2019-12-12,Chrome,23436815
2019-12-12,Safari,14529119
2019-12-12,Internet Explorer,3347777
2019-12-12,Edge,2064391
2019-12-12,Firefox,1878117
2019-12-12,Samsung Internet,1178807
2019-12-12,Safari (in-app),520971
2019-12-12,Android Webview,342998
2019-12-12,Opera,130195
2019-12-12,Amazon Silk,94254
2019-12-12,UC Browser,39701
2019-12-12,Mercari_d,30612
2019-12-12,Opera Mini,22325
2019-12-12,Mozilla Compatible Agent,14847
2019-12-12,YaBrowser,12462
2019-12-12,Android Browser,6215
2019-12-12,Coc Coc,5051
2019-12-12,ThousandEyes,2015
2019-12-12,Amazon.com,2000
2019-12-12,Mozilla,1869
2019-12-12,Puffin,1780
2019-12-12,SeaMonkey,1740
2019-12-12,Playstation 4,1320
2019-12-12,BestBuy,1248
2019-12-12,snapchat.com,1233
2019-12-12,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1084
2019-12-12,BlackBerry,894
2019-12-12,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,881
2019-12-12,Carousel,732
2019-12-12,Maxthon,695
2019-12-12,[FBAN,615
2019-12-12,United States Postal Service - TRG19-01Loeim,577
2019-12-12,IRS - TRG19-01Loeim,576
2019-12-12,MagentaNews,502
2019-12-12,Iron,404
2019-12-12,Sephora 19.8,354
2019-12-12,ulta-app-ios,346
2019-12-12,candroid,319
2019-12-12,Netscape,259
2019-12-12,Papers,240
2019-12-12,Instagram 122.1.0.16.239,178
2019-12-12,Bluebeam Revu Browser - cef version: 57.0.0.0,177
2019-12-12,Nintendo Browser,132
2019-12-12,DoximityWebView,127
2019-12-12,ZhihuHybrid DefaultBrowser osee2unifiedRelease,114
2019-12-12,MRCHROME,109
2019-12-12,ulta-app-android,99
2019-12-12,Google-Test2,97
2019-12-12,Seznam,80
2019-12-12,UCWEB,80
2019-12-12,Playstation 3,78
2019-12-12,Playstation Vita Browser,55
2019-12-12,Emb,48
2019-12-12,LeapPadUltimate,48
2019-12-12,com.airfind.deltabrowser,45
2019-12-12,Uzbl,43
2019-12-12,iPhone,42
2019-12-12,(not set),40
2019-12-12,Windows NT 6.1,32
2019-12-12,com.seekingalpha.webwrapper,32
2019-12-12,LeapPad3Explorer,30
2019-12-12,osee2unifiedRelease,30
2019-12-12,Mobile IOS 9.0.1.1; Mozilla,28
2019-12-12,NetFront,27
2019-12-12,"""Mozilla",26
2019-12-12,+Simple Browser,24
2019-12-12,IE with Chrome Frame,24
2019-12-12,pa11y,24
2019-12-12,LINER,22
2019-12-12,Nokia Browser,21
2019-12-12,fuelbot,21
2019-12-12,Sephora 19.7,20
2019-12-12,DDG-Android-3.1.0,19
2019-12-12,Lunascape,19
2019-12-12,LiveSlides,18
2019-12-12,Sephora 19.7.1,16
2019-12-12,CareDroidMedications,15
2019-12-12,LeapPadPlatinum,15
2019-12-12,Airbnb,14
2019-12-12,Instagram 75.0.0.23.99,14
2019-12-12,liloiosapp-66.1.5 Mozilla,13
2019-12-12,AdobeAIR,12
2019-12-12,Box,12
2019-12-12,Instagram 121.1.0.22.122,12
2019-12-12,Netsparker Agent,12
2019-12-12,Android Runtime,11
2019-12-12,Nintendo 3DS Browser,11
2019-12-13,Chrome,20795298
2019-12-13,Safari,13536485
2019-12-13,Internet Explorer,2805655
2019-12-13,Edge,1810333
2019-12-13,Firefox,1692984
2019-12-13,Samsung Internet,1117523
2019-12-13,Safari (in-app),390702
2019-12-13,Android Webview,303445
2019-12-13,Opera,117323
2019-12-13,Amazon Silk,92677
2019-12-13,UC Browser,35851
2019-12-13,Mercari_d,32522
2019-12-13,Opera Mini,20878
2019-12-13,Mozilla Compatible Agent,13581
2019-12-13,YaBrowser,10801
2019-12-13,Android Browser,6770
2019-12-13,Coc Coc,4359
2019-12-13,ThousandEyes,2014
2019-12-13,Amazon.com,1891
2019-12-13,Puffin,1813
2019-12-13,Mozilla,1677
2019-12-13,SeaMonkey,1641
2019-12-13,Playstation 4,1281
2019-12-13,snapchat.com,1249
2019-12-13,BestBuy,1061
2019-12-13,BlackBerry,978
2019-12-13,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,853
2019-12-13,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,811
2019-12-13,Carousel,725
2019-12-13,Maxthon,621
2019-12-13,IRS - TRG19-01Loeim,576
2019-12-13,United States Postal Service - TRG19-01Loeim,576
2019-12-13,[FBAN,570
2019-12-13,MagentaNews,505
2019-12-13,Iron,368
2019-12-13,ulta-app-ios,308
2019-12-13,Sephora 19.8,298
2019-12-13,Instagram 122.1.0.16.239,219
2019-12-13,Netscape,201
2019-12-13,candroid,177
2019-12-13,Papers,172
2019-12-13,ZhihuHybrid DefaultBrowser osee2unifiedRelease,128
2019-12-13,Nintendo Browser,111
2019-12-13,NinjBot,107
2019-12-13,DoximityWebView,106
2019-12-13,Playstation 3,105
2019-12-13,Bluebeam Revu Browser - cef version: 57.0.0.0,91
2019-12-13,MRCHROME,91
2019-12-13,ulta-app-android,88
2019-12-13,Google-Test2,85
2019-12-13,com.seekingalpha.webwrapper,85
2019-12-13,UCWEB,64
2019-12-13,LeapPadUltimate,63
2019-12-13,com.airfind.deltabrowser,60
2019-12-13,Seznam,59
2019-12-13,Emb,52
2019-12-13,Playstation Vita Browser,42
2019-12-13,Uzbl,42
2019-12-13,NetFront,34
2019-12-13,IE with Chrome Frame,33
2019-12-13,iPhone,31
2019-12-13,(not set),29
2019-12-13,osee2unifiedRelease,28
2019-12-13,Nokia Browser,27
2019-12-13,Airbnb,26
2019-12-13,Mobile IOS 9.0.1.1; Mozilla,25
2019-12-13,pa11y,24
2019-12-13,Sephora 19.7,22
2019-12-13,"""Mozilla",20
2019-12-13,Instagram 75.0.0.23.99,20
2019-12-13,LeapPad3Explorer,20
2019-12-13,Lunascape,20
2019-12-13,DDG-Android-3.1.0,19
2019-12-13,LINER,18
2019-12-13,mobile,18
2019-12-13,+Simple Browser,17
2019-12-13,LiveSlides,16
2019-12-13,Windows NT 6.1,15
2019-12-13,Instagram 121.1.0.22.122,14
2019-12-13,LeapPadPlatinum,14
2019-12-13,Nintendo 3DS Browser,14
2019-12-13,Sephora 19.7.1,11
2019-12-13,unknown BingWeb,11
2019-12-14,Chrome,13420688
2019-12-14,Safari,11499911
2019-12-14,Edge,1114638
2019-12-14,Firefox,1035437
2019-12-14,Samsung Internet,965409
2019-12-14,Internet Explorer,739449
2019-12-14,Safari (in-app),343143
2019-12-14,Android Webview,275713
2019-12-14,Opera,97317
2019-12-14,Amazon Silk,91506
2019-12-14,UC Browser,34465
2019-12-14,Mercari_d,26866
2019-12-14,Opera Mini,19158
2019-12-14,Mozilla Compatible Agent,11289
2019-12-14,YaBrowser,9328
2019-12-14,Android Browser,6253
2019-12-14,Coc Coc,3888
2019-12-14,Amazon.com,2032
2019-12-14,ThousandEyes,2009
2019-12-14,Puffin,1740
2019-12-14,Mozilla,1447
2019-12-14,Playstation 4,1412
2019-12-14,SeaMonkey,1334
2019-12-14,snapchat.com,1330
2019-12-14,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,991
2019-12-14,BestBuy,882
2019-12-14,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,881
2019-12-14,BlackBerry,829
2019-12-14,Carousel,732
2019-12-14,IRS - TRG19-01Loeim,576
2019-12-14,United States Postal Service - TRG19-01Loeim,576
2019-12-14,Maxthon,505
2019-12-14,MagentaNews,474
2019-12-14,[FBAN,386
2019-12-14,Papers,326
2019-12-14,Netscape,260
2019-12-14,DoximityWebView,256
2019-12-14,ulta-app-ios,222
2019-12-14,Sephora 19.8,218
2019-12-14,Instagram 122.1.0.16.239,160
2019-12-14,Nintendo Browser,129
2019-12-14,Iron,125
2019-12-14,fuelbot,112
2019-12-14,ZhihuHybrid DefaultBrowser osee2unifiedRelease,111
2019-12-14,MRCHROME,100
2019-12-14,candroid,95
2019-12-14,LeapPadUltimate,91
2019-12-14,Google-Test2,90
2019-12-14,Playstation 3,89
2019-12-14,UCWEB,78
2019-12-14,ulta-app-android,63
2019-12-14,Seznam,57
2019-12-14,Playstation Vita Browser,53
2019-12-14,com.doximity.doximitydroid,51
2019-12-14,com.airfind.deltabrowser,47
2019-12-14,Uzbl,41
2019-12-14,osee2unifiedRelease,41
2019-12-14,(not set),36
2019-12-14,NetFront,35
2019-12-14,LeapPad3Explorer,33
2019-12-14,LeapPadPlatinum,31
2019-12-14,Nokia Browser,28
2019-12-14,Emb,25
2019-12-14,IE with Chrome Frame,25
2019-12-14,iPhone,25
2019-12-14,pa11y,24
2019-12-14,Mobile IOS 9.0.1.1; Mozilla,23
2019-12-14,com.seekingalpha.webwrapper,20
2019-12-14,Nintendo 3DS Browser,18
2019-12-14,+Simple Browser,17
2019-12-14,DDG-Android-3.1.0,15
2019-12-14,bitdiscovery,15
2019-12-14,Airbnb,14
2019-12-14,Bluebeam Revu Browser - cef version: 57.0.0.0,14
2019-12-14,Instagram 121.1.0.22.122,14
2019-12-14,Sephora 19.7,14
2019-12-14,rsotaua 1.0,13
2019-12-14,desktop,12
2019-12-14,Android Runtime,11
2019-12-14,Lunascape,11
2019-12-14,Sephora 19.7.1,11
2019-12-14,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,11
2019-12-15,Chrome,13877735
2019-12-15,Safari,10819263
2019-12-15,Edge,1193631
2019-12-15,Firefox,1072665
2019-12-15,Samsung Internet,864152
2019-12-15,Internet Explorer,770734
2019-12-15,Safari (in-app),298496
2019-12-15,Android Webview,255968
2019-12-15,Opera,101909
2019-12-15,Amazon Silk,88638
2019-12-15,UC Browser,36160
2019-12-15,Opera Mini,20066
2019-12-15,Mercari_d,16550
2019-12-15,Mozilla Compatible Agent,12056
2019-12-15,YaBrowser,10822
2019-12-15,Android Browser,5324
2019-12-15,Coc Coc,5009
2019-12-15,Amazon.com,2116
2019-12-15,ThousandEyes,2011
2019-12-15,Puffin,1656
2019-12-15,Playstation 4,1365
2019-12-15,snapchat.com,1247
2019-12-15,SeaMonkey,1226
2019-12-15,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1106
2019-12-15,Mozilla,1063
2019-12-15,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,855
2019-12-15,BlackBerry,845
2019-12-15,Carousel,722
2019-12-15,Maxthon,613
2019-12-15,United States Postal Service - TRG19-01Loeim,576
2019-12-15,IRS - TRG19-01Loeim,575
2019-12-15,MagentaNews,494
2019-12-15,BestBuy,460
2019-12-15,DoximityWebView,377
2019-12-15,[FBAN,374
2019-12-15,ulta-app-ios,169
2019-12-15,Instagram 122.1.0.16.239,153
2019-12-15,candroid,145
2019-12-15,Nintendo Browser,143
2019-12-15,Iron,142
2019-12-15,Netscape,139
2019-12-15,ZhihuHybrid DefaultBrowser osee2unifiedRelease,120
2019-12-15,MRCHROME,118
2019-12-15,Sephora 19.8,118
2019-12-15,Playstation 3,100
2019-12-15,LeapPadUltimate,99
2019-12-15,Papers,99
2019-12-15,UCWEB,93
2019-12-15,com.airfind.deltabrowser,77
2019-12-15,Seznam,64
2019-12-15,ulta-app-android,60
2019-12-15,Google-Test2,58
2019-12-15,com.doximity.doximitydroid,55
2019-12-15,"""Mozilla",48
2019-12-15,Playstation Vita Browser,44
2019-12-15,Emb,43
2019-12-15,Uzbl,42
2019-12-15,LeapPad3Explorer,36
2019-12-15,osee2unifiedRelease,36
2019-12-15,iPhone,34
2019-12-15,NetFront,30
2019-12-15,Nokia Browser,30
2019-12-15,fuelbot,30
2019-12-15,+Simple Browser,29
2019-12-15,Papers2 Thumbnail Helper,28
2019-12-15,LeapPadPlatinum,27
2019-12-15,Lunascape,26
2019-12-15,Airbnb,24
2019-12-15,pa11y,24
2019-12-15,(not set),23
2019-12-15,DDG-Android-3.1.0,21
2019-12-15,IE with Chrome Frame,20
2019-12-15,Android Runtime,17
2019-12-15,Instagram 121.1.0.22.122,17
2019-12-15,Mobile IOS 9.0.1.1; Mozilla,17
2019-12-15,Netsparker Agent,16
2019-12-15,LiveSlides,15
2019-12-15,com.seekingalpha.webwrapper,15
2019-12-15,desktop,15
2019-12-15,Bluebeam Revu Browser - cef version: 57.0.0.0,11
2019-12-16,Chrome,26253304
2019-12-16,Safari,16114688
2019-12-16,Internet Explorer,3794499
2019-12-16,Edge,2395366
2019-12-16,Firefox,2179113
2019-12-16,Samsung Internet,1298512
2019-12-16,Safari (in-app),377779
2019-12-16,Android Webview,317655
2019-12-16,Opera,142344
2019-12-16,Amazon Silk,110457
2019-12-16,UC Browser,39351
2019-12-16,Mercari_d,37265
2019-12-16,Opera Mini,23713
2019-12-16,Mozilla Compatible Agent,15091
2019-12-16,YaBrowser,13005
2019-12-16,Android Browser,7575
2019-12-16,Coc Coc,6434
2019-12-16,Amazon.com,3747
2019-12-16,Mozilla,2177
2019-12-16,ThousandEyes,2012
2019-12-16,Puffin,2002
2019-12-16,SeaMonkey,1940
2019-12-16,Playstation 4,1443
2019-12-16,snapchat.com,1441
2019-12-16,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1175
2019-12-16,BlackBerry,1078
2019-12-16,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,910
2019-12-16,BestBuy,837
2019-12-16,Maxthon,831
2019-12-16,Carousel,701
2019-12-16,IRS - TRG19-01Loeim,577
2019-12-16,United States Postal Service - TRG19-01Loeim,576
2019-12-16,MagentaNews,520
2019-12-16,[FBAN,457
2019-12-16,Iron,452
2019-12-16,Papers,423
2019-12-16,Sephora 19.8,308
2019-12-16,ulta-app-ios,298
2019-12-16,Instagram 122.1.0.16.239,245
2019-12-16,Netscape,242
2019-12-16,candroid,220
2019-12-16,Nintendo Browser,185
2019-12-16,DoximityWebView,177
2019-12-16,Bluebeam Revu Browser - cef version: 57.0.0.0,151
2019-12-16,Playstation 3,146
2019-12-16,ZhihuHybrid DefaultBrowser osee2unifiedRelease,134
2019-12-16,ulta-app-android,112
2019-12-16,MRCHROME,108
2019-12-16,com.airfind.deltabrowser,84
2019-12-16,UCWEB,76
2019-12-16,Playstation Vita Browser,74
2019-12-16,LeapPadUltimate,69
2019-12-16,Seznam,64
2019-12-16,pa11y,55
2019-12-16,(not set),53
2019-12-16,LiveSlides,52
2019-12-16,"""Mozilla",50
2019-12-16,Emb,49
2019-12-16,Uzbl,48
2019-12-16,Mobile IOS 9.0.1.1; Mozilla,46
2019-12-16,com.seekingalpha.webwrapper,44
2019-12-16,osee2unifiedRelease,36
2019-12-16,Google-Test2,34
2019-12-16,IE with Chrome Frame,33
2019-12-16,Android Runtime,32
2019-12-16,iPhone,31
2019-12-16,NetFront,30
2019-12-16,Nokia Browser,30
2019-12-16,LeapPad3Explorer,29
2019-12-16,Airbnb,28
2019-12-16,+Simple Browser,26
2019-12-16,LeapPadPlatinum,26
2019-12-16,com.doximity.doximitydroid,23
2019-12-16,DDG-Android-3.1.0,20
2019-12-16,Sephora 19.7,18
2019-12-16,Windows NT 6.1,18
2019-12-16,Default,17
2019-12-16,Instagram 121.1.0.22.122,17
2019-12-16,Lunascape,16
2019-12-16,YE,16
2019-12-16,test,16
2019-12-16,Nintendo 3DS Browser,15
2019-12-16,Sephora 19.7.1,14
2019-12-16,Box,12
2019-12-16,unknown BingWeb,12
2019-12-17,Chrome,23832683
2019-12-17,Safari,14875065
2019-12-17,Internet Explorer,3465135
2019-12-17,Edge,2125504
2019-12-17,Firefox,1967389
2019-12-17,Samsung Internet,1196894
2019-12-17,Safari (in-app),376232
2019-12-17,Android Webview,310350
2019-12-17,Opera,131552
2019-12-17,Amazon Silk,98890
2019-12-17,UC Browser,38742
2019-12-17,Mercari_d,35052
2019-12-17,Opera Mini,22901
2019-12-17,Mozilla Compatible Agent,14449
2019-12-17,YaBrowser,12539
2019-12-17,Android Browser,6042
2019-12-17,Coc Coc,5953
2019-12-17,Amazon.com,2997
2019-12-17,ThousandEyes,2011
2019-12-17,Mozilla,1924
2019-12-17,Puffin,1899
2019-12-17,SeaMonkey,1742
2019-12-17,snapchat.com,1544
2019-12-17,Playstation 4,1330
2019-12-17,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1270
2019-12-17,BlackBerry,1059
2019-12-17,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,937
2019-12-17,BestBuy,777
2019-12-17,Maxthon,772
2019-12-17,Carousel,717
2019-12-17,United States Postal Service - TRG19-01Loeim,576
2019-12-17,IRS - TRG19-01Loeim,575
2019-12-17,MagentaNews,534
2019-12-17,[FBAN,473
2019-12-17,Iron,465
2019-12-17,Papers,421
2019-12-17,Instagram 122.1.0.16.239,394
2019-12-17,ulta-app-ios,309
2019-12-17,Sephora 19.8,270
2019-12-17,Netscape,235
2019-12-17,candroid,176
2019-12-17,Bluebeam Revu Browser - cef version: 57.0.0.0,165
2019-12-17,Nintendo Browser,157
2019-12-17,DoximityWebView,134
2019-12-17,ZhihuHybrid DefaultBrowser osee2unifiedRelease,129
2019-12-17,Google-Test2,93
2019-12-17,Playstation 3,84
2019-12-17,ulta-app-android,83
2019-12-17,MRCHROME,78
2019-12-17,Playstation Vita Browser,73
2019-12-17,Seznam,73
2019-12-17,com.airfind.deltabrowser,66
2019-12-17,com.seekingalpha.webwrapper,65
2019-12-17,pa11y,64
2019-12-17,(not set),58
2019-12-17,Instagram 121.1.0.22.122,54
2019-12-17,Mobile IOS 9.0.1.1; Mozilla,50
2019-12-17,Emb,45
2019-12-17,LeapPadUltimate,45
2019-12-17,Uzbl,41
2019-12-17,iPhone,32
2019-12-17,UCWEB,30
2019-12-17,IE with Chrome Frame,29
2019-12-17,Nokia Browser,29
2019-12-17,NetFront,28
2019-12-17,osee2unifiedRelease,27
2019-12-17,Windows NT 6.1,26
2019-12-17,Airbnb,24
2019-12-17,Box,24
2019-12-17,LiveSlides,24
2019-12-17,Sephora 19.7,24
2019-12-17,+Simple Browser,22
2019-12-17,DDG-Android-3.1.0,21
2019-12-17,Nintendo 3DS Browser,20
2019-12-17,LeapPad3Explorer,17
2019-12-17,bitdiscovery,17
2019-12-17,Windows 7,16
2019-12-17,Android Runtime,15
2019-12-17,LeapPadPlatinum,14
2019-12-17,Lunascape,14
2019-12-17,Android ExpediaBookings,12
2019-12-17,Sephora 19.7.1,12
2019-12-17,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,12
2019-12-17,Instagram 120.0.0.18.116,11
2019-12-17,com.doximity.doximitydroid,11
2019-12-17,iMozilla,11
2019-12-18,Chrome,23091988
2019-12-18,Safari,14815879
2019-12-18,Internet Explorer,3320692
2019-12-18,Edge,2032497
2019-12-18,Firefox,1891616
2019-12-18,Samsung Internet,1197675
2019-12-18,Safari (in-app),373628
2019-12-18,Android Webview,305617
2019-12-18,Opera,126439
2019-12-18,Amazon Silk,94873
2019-12-18,UC Browser,37691
2019-12-18,Mercari_d,37533
2019-12-18,Opera Mini,21930
2019-12-18,Mozilla Compatible Agent,13292
2019-12-18,YaBrowser,12378
2019-12-18,Android Browser,6498
2019-12-18,Coc Coc,5545
2019-12-18,Amazon.com,2277
2019-12-18,Mozilla,2073
2019-12-18,ThousandEyes,2010
2019-12-18,Puffin,1891
2019-12-18,SeaMonkey,1709
2019-12-18,snapchat.com,1462
2019-12-18,Playstation 4,1338
2019-12-18,BlackBerry,955
2019-12-18,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,934
2019-12-18,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,928
2019-12-18,Papers,907
2019-12-18,BestBuy,814
2019-12-18,Carousel,732
2019-12-18,Maxthon,732
2019-12-18,Iron,627
2019-12-18,IRS - TRG19-01Loeim,577
2019-12-18,United States Postal Service - TRG19-01Loeim,576
2019-12-18,MagentaNews,530
2019-12-18,[FBAN,470
2019-12-18,Instagram 122.1.0.16.239,369
2019-12-18,ulta-app-ios,334
2019-12-18,Sephora 19.8,271
2019-12-18,Netscape,256
2019-12-18,Instagram 120.0.0.18.116,202
2019-12-18,Instagram 121.1.0.22.122,169
2019-12-18,ZhihuHybrid DefaultBrowser osee2unifiedRelease,132
2019-12-18,Bluebeam Revu Browser - cef version: 57.0.0.0,124
2019-12-18,candroid,123
2019-12-18,DoximityWebView,102
2019-12-18,Nintendo Browser,98
2019-12-18,ulta-app-android,97
2019-12-18,Google-Test2,96
2019-12-18,fuelbot,96
2019-12-18,Playstation 3,90
2019-12-18,MRCHROME,88
2019-12-18,PC,71
2019-12-18,Seznam,69
2019-12-18,com.airfind.deltabrowser,63
2019-12-18,pa11y,62
2019-12-18,LeapPadUltimate,51
2019-12-18,Mobile IOS 9.0.1.1; Mozilla,51
2019-12-18,com.seekingalpha.webwrapper,50
2019-12-18,Emb,44
2019-12-18,Playstation Vita Browser,43
2019-12-18,Airbnb,38
2019-12-18,Uzbl,37
2019-12-18,osee2unifiedRelease,32
2019-12-18,LeapPad3Explorer,31
2019-12-18,iPhone,31
2019-12-18,Nokia Browser,28
2019-12-18,UCWEB,28
2019-12-18,(not set),27
2019-12-18,IE with Chrome Frame,27
2019-12-18,NetFront,27
2019-12-18,DDG-Android-3.1.0,26
2019-12-18,iMozilla,25
2019-12-18,+Simple Browser,21
2019-12-18,LeapPadPlatinum,21
2019-12-18,Windows NT 6.1,20
2019-12-18,"""Mozilla",19
2019-12-18,Lunascape,17
2019-12-18,Sephora 19.7,17
2019-12-18,Nintendo 3DS Browser,16
2019-12-18,com.doximity.doximitydroid,16
2019-12-18,Android Runtime,12
2019-12-18,YE,12
2019-12-18,LiveSlides,11
2019-12-18,Sephora 19.7.1,11
2019-12-18,liloiosapp-66.1.5 Mozilla,11
2019-12-19,Chrome,22211507
2019-12-19,Safari,14823329
2019-12-19,Internet Explorer,3149696
2019-12-19,Edge,1944405
2019-12-19,Firefox,1819003
2019-12-19,Samsung Internet,1210652
2019-12-19,Safari (in-app),410789
2019-12-19,Android Webview,303166
2019-12-19,Opera,121302
2019-12-19,Amazon Silk,94689
2019-12-19,Mercari_d,41946
2019-12-19,UC Browser,36483
2019-12-19,Opera Mini,20587
2019-12-19,Mozilla Compatible Agent,12521
2019-12-19,YaBrowser,11693
2019-12-19,Android Browser,6024
2019-12-19,Coc Coc,5296
2019-12-19,Amazon.com,2337
2019-12-19,ThousandEyes,2012
2019-12-19,Mozilla,1927
2019-12-19,Puffin,1884
2019-12-19,SeaMonkey,1623
2019-12-19,snapchat.com,1601
