id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date
705287,2325,2325,Farming,Agriculture,to buy fertilizers and seeds.,IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-02 09:54:23+00:00,2014-07-31 07:00:00+00:00,2014-06-02 05:16:52+00:00,43,64,"#Post-disbursed, #Vegan, #Woman Owned Biz, user_favorite","female, female, female, female, female",bullet,2/5/14
705190,2425,2425,Pharmacy,Health,to buy medicine stock for her shop.,IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-02 04:51:06+00:00,2014-07-22 07:00:00+00:00,2014-05-07 04:09:32+00:00,43,77,"user_favorite, #Fabrics, #Woman Owned Biz, #Parent","female, female, female, female, female",bullet,2/5/14
705191,1725,2025,Farming,Agriculture,"to buy better seeds, fertilizers and pesticides.",IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-02 04:55:40+00:00,2014-07-21 07:00:00+00:00,,43,51,"#Post-disbursed, #Repeat Borrower, #Vegan, user_favorite","female, female, female, female, female",bullet,2/5/14
705290,2175,2175,Electronics Repair,Services,"to buy copper wire, spare parts and new tools to open an electronics repair shop",IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-02 09:56:39+00:00,2014-07-31 07:00:00+00:00,2014-05-09 23:47:48+00:00,43,77,"#Post-disbursed, #Parent, #Woman Owned Biz","female, female, female, female, female",bullet,2/5/14
705530,200,200,Natural Medicines,Health,to purchase Ayurveda medicines (medicine made from different medicinal herbs) to start a business.,IN,India,Dhupguri,INR,334,2014-05-03 09:22:38+00:00,2014-04-16 07:00:00+00:00,2014-05-04 20:58:06+00:00,43,5,,female,bullet,3/5/14
705541,200,200,Farming,Agriculture,To purchase eggplant seeds and fertilizers ,IN,India,Maynaguri,INR,334,2014-05-03 09:35:36+00:00,2014-04-15 07:00:00+00:00,2014-05-05 00:57:56+00:00,43,4,,female,bullet,3/5/14
705538,175,175,Farming,Agriculture,To buy new seeds and seedlings and to cover labor costs.,IN,India,Maynaguri,INR,334,2014-05-03 09:32:22+00:00,2014-04-14 07:00:00+00:00,2014-05-05 16:50:02+00:00,43,7,,female,bullet,3/5/14
705536,200,200,Farming,Agriculture,"to purchase agricultural supplies like seeds, fertilizer, and pesticides for cultivation of eggplant.",IN,India,Maynaguri,INR,334,2014-05-03 09:29:12+00:00,2014-04-15 07:00:00+00:00,2014-05-07 11:53:12+00:00,43,8,,female,bullet,3/5/14
705529,200,200,Farming,Agriculture,to purchase seeds and fertilizers for growing eggplants.,IN,India,Dhupguri,INR,334,2014-05-03 09:21:33+00:00,2014-04-14 07:00:00+00:00,2014-05-07 19:39:22+00:00,43,8,,female,bullet,3/5/14
705532,250,250,Fish Selling,Food,to purchase dried fish for her business.,IN,India,Dhupguri,INR,334,2014-05-03 09:24:57+00:00,2014-04-16 07:00:00+00:00,2014-05-05 22:06:53+00:00,43,10,,female,bullet,3/5/14
705540,150,150,Farming,Agriculture,To purchase seeds and fertilizers for eggplant cultivation,IN,India,Maynaguri,INR,334,2014-05-03 09:34:25+00:00,2014-04-15 07:00:00+00:00,2014-05-04 20:58:06+00:00,43,2,,female,bullet,3/5/14
705544,100,100,Manufacturing,Manufacturing,To purchase raw materials like bamboo sticks etc. for making bamboo cages ,IN,India,Maynaguri,INR,334,2014-05-03 09:39:27+00:00,2014-04-09 07:00:00+00:00,2014-05-04 20:46:19+00:00,43,4,,female,bullet,3/5/14
705545,250,250,Clothing Sales,Clothing,To purchase saris to sell in her shop,IN,India,Maynaguri,INR,334,2014-05-03 09:40:38+00:00,2014-04-14 07:00:00+00:00,2014-05-09 05:20:34+00:00,43,10,,female,bullet,3/5/14
705535,200,200,Farming,Agriculture,to buy seeds and fertilizers for maize cultivation.,IN,India,Maynaguri,INR,334,2014-05-03 09:28:16+00:00,2014-04-14 07:00:00+00:00,2014-05-08 05:22:51+00:00,43,7,,female,bullet,3/5/14
705539,200,200,Farming,Agriculture,To purchase seeds and necessary agricultural supplies for eggplant cultivation.,IN,India,Maynaguri,INR,334,2014-05-03 09:33:20+00:00,2014-04-15 07:00:00+00:00,2014-05-04 20:58:05+00:00,43,5,,female,bullet,3/5/14
705533,175,175,Transportation,Transportation,to purchase a cycle-van for business purposes.,IN,India,Dhupguri,INR,334,2014-05-03 09:26:06+00:00,2014-04-16 07:00:00+00:00,2014-05-05 19:39:31+00:00,43,7,#Biz Durable Asset,female,bullet,3/5/14
705531,150,150,Dairy,Agriculture,to purchase a cow to start a milk supply business.,IN,India,Dhupguri,INR,334,2014-05-03 09:23:34+00:00,2014-04-15 07:00:00+00:00,2014-05-04 16:29:08+00:00,43,2,,female,bullet,3/5/14
705543,150,150,Farming,Agriculture,To purchase eggplant seeds and fertilizers ,IN,India,Maynaguri,INR,334,2014-05-03 09:38:01+00:00,2014-04-15 07:00:00+00:00,2014-05-04 22:49:47+00:00,43,6,,female,bullet,3/5/14
705537,250,250,Farming,Agriculture,"to buy eggplant seeds, fertilizers and pesticides to cultivate eggplant.",IN,India,Maynaguri,INR,334,2014-05-03 09:30:50+00:00,2014-04-15 07:00:00+00:00,2014-05-06 14:43:09+00:00,43,7,,female,bullet,3/5/14
705528,250,250,Dairy,Agriculture,to purchase a cow to start a dairy business.,IN,India,Dhupguri,INR,334,2014-05-03 09:20:21+00:00,2014-04-14 07:00:00+00:00,2014-05-05 01:52:45+00:00,43,8,,female,bullet,3/5/14
705542,250,250,Dairy,Agriculture,To purchase a cow for selling milk and milk products.,IN,India,Maynaguri,INR,334,2014-05-03 09:36:46+00:00,2014-04-14 07:00:00+00:00,2014-05-04 23:17:01+00:00,43,1,,female,bullet,3/5/14
705534,175,175,Dairy,Agriculture,to purchase a cow and forage for her animal husbandry business.,IN,India,Dhupguri,INR,334,2014-05-03 09:27:08+00:00,2014-04-16 07:00:00+00:00,2014-05-05 14:20:12+00:00,43,6,,female,bullet,3/5/14
705694,1250,1250,Weaving,Arts,to buy a weaving machine in order to generate more income and expand her weaving business.,IN,India,Churachandpur,INR,238,2014-05-05 08:56:23+00:00,2014-05-07 07:00:00+00:00,2014-05-08 04:43:07+00:00,43,46,,"female, female, female, female, female",bullet,5/5/14
705838,4000,4000,Weaving,Arts,To purchase thread/yarn in bulk.,IN,India,"TUKLA,KHARIAR,NUAPADA,ODISHA",INR,242,2014-05-05 17:03:51+00:00,2014-04-07 07:00:00+00:00,2014-05-16 17:53:35+00:00,43,127,"user_favorite, #Fabrics, #Supporting Family, #Interesting Photo","female, female, female, female, female, female",bullet,5/5/14
705848,4350,4350,Services,Services,To pay for purchasing a rice huller.,IN,India,"Duajhar,Nuapada,Odisha",INR,242,2014-05-05 17:31:15+00:00,2014-04-17 07:00:00+00:00,2014-05-30 05:06:24+00:00,43,140,,"female, female, female, female, female, female",bullet,5/5/14
705728,875,875,General Store,Retail,"to purchase daily use items like soap, biscuits, shampoo and food items.",IN,India,"BADI, NUAPADA, ODISHA",INR,242,2014-05-05 10:36:26+00:00,2014-04-07 07:00:00+00:00,2014-05-29 00:24:32+00:00,43,30,"#Schooling, #Parent, #Woman Owned Biz","female, female, female, female",bullet,5/5/14
705770,2750,2750,Tailoring,Services,to purchase more stock of ready-made garments for the clothes vending business and a picot machine for the tailoring center.,IN,India,"Bhuliasikuan,Nuapada,Odisha",INR,242,2014-05-05 12:18:51+00:00,2014-04-07 07:00:00+00:00,2014-05-21 23:32:38+00:00,43,108,"#Parent, #Fabrics","female, female, female, female",bullet,5/5/14
705730,3200,3200,Fruits & Vegetables,Food,"to purchase bulk vegetables, potatoes, onions, etc.",IN,India,"Duajhar,Nuapada,Odisha",INR,242,2014-05-05 10:47:35+00:00,2014-04-17 07:00:00+00:00,2014-06-02 07:45:40+00:00,43,112,"#Parent, #Woman Owned Biz","female, female, female, female, female",bullet,5/5/14
705846,1925,2075,Cosmetics Sales,Retail,"To purchase a variety of bangles, fancy items and cosmetics ",IN,India,"BADI, NUAPADA, ODISHA",INR,242,2014-05-05 17:17:29+00:00,2014-04-07 07:00:00+00:00,,43,74,"#Schooling, #Parent, #Woman Owned Biz, #Low-profit FP, #Repeat Borrower","female, female, female, female",bullet,5/5/14
706121,150,150,Transportation,Transportation,To purchase a cycle van for her husband's business.,IN,India,Dhupguri,INR,334,2014-05-06 08:46:32+00:00,2014-04-18 07:00:00+00:00,2014-05-07 16:33:04+00:00,43,6,,female,bullet,6/5/14
706177,1250,1250,Weaving,Arts,To buy a weaving loom ,IN,India,Churachandpur,INR,238,2014-05-06 10:36:06+00:00,2014-05-07 07:00:00+00:00,2014-05-09 11:46:32+00:00,43,43,,"female, female, female, female, female",bullet,6/5/14
706157,150,150,Tailoring,Services,To purchase a sewing machine for her tailoring business .,IN,India,Dhupguri,INR,334,2014-05-06 09:53:27+00:00,2014-04-18 07:00:00+00:00,2014-05-07 21:48:14+00:00,43,6,,female,bullet,6/5/14
706127,175,175,Farming,Agriculture,To purchase saplings and essential supplies to cultivate betel leaves.,IN,India,Dhupguri,INR,334,2014-05-06 08:52:06+00:00,2014-04-18 07:00:00+00:00,2014-05-07 21:22:00+00:00,43,7,,female,bullet,6/5/14
706118,250,250,Farming,Agriculture,"To purchase seeds, fertilizers and other agricultural inputs ",IN,India,Dhupguri,INR,334,2014-05-06 08:41:49+00:00,2014-04-18 07:00:00+00:00,2014-05-07 17:57:16+00:00,43,9,,female,bullet,6/5/14
706133,250,250,Farming,Agriculture,To purchase seeds and fertilizers for cultivation of paddy rice.,IN,India,Dhupguri,INR,334,2014-05-06 09:01:34+00:00,2014-04-18 07:00:00+00:00,2014-05-07 21:22:00+00:00,43,9,,female,bullet,6/5/14
706078,1250,1250,General Store,Retail,"to buy items like cold drinks, fruit juice, chips, biscuits, etc. for the variety store.",IN,India,Churachandpur,INR,238,2014-05-06 07:26:51+00:00,2014-05-07 07:00:00+00:00,2014-06-04 16:41:26+00:00,43,47,"volunteer_pick, #Post-disbursed, #Parent, #Woman Owned Biz, user_favorite","female, female, female, female, female",bullet,6/5/14
706136,250,250,Transportation,Transportation,To purchase a cycle van for business.,IN,India,Dhupguri,INR,334,2014-05-06 09:08:07+00:00,2014-04-18 07:00:00+00:00,2014-05-07 15:01:30+00:00,43,2,,female,bullet,6/5/14
706117,150,150,Dairy,Agriculture,To purchase a dairy cow ,IN,India,Dhupguri,INR,334,2014-05-06 08:37:07+00:00,2014-04-15 07:00:00+00:00,2014-05-07 09:42:56+00:00,43,6,,female,bullet,6/5/14
706164,150,150,Dairy,Agriculture,To purchase a dairy cow  for selling milk ,IN,India,Dhupguri,INR,334,2014-05-06 10:11:58+00:00,2014-04-15 07:00:00+00:00,2014-05-07 22:29:47+00:00,43,5,,female,bullet,6/5/14
706101,200,200,Farming,Agriculture,To purchase jute seeds and fertilizers for cultivation.,IN,India,Dhupguri,INR,334,2014-05-06 08:10:16+00:00,2014-04-16 07:00:00+00:00,2014-05-08 22:13:52+00:00,43,8,,female,bullet,6/5/14
706112,150,150,Farming,Agriculture,"To purchase jute seeds, fertilizers and pesticides ",IN,India,Dhupguri,INR,334,2014-05-06 08:27:17+00:00,2014-04-18 07:00:00+00:00,2014-05-07 16:21:09+00:00,43,5,,female,bullet,6/5/14
706085,250,250,Dairy,Agriculture,To purchase a cow to start a milk supply business .,IN,India,Dhupguri,INR,334,2014-05-06 07:47:22+00:00,2014-04-16 07:00:00+00:00,2014-05-07 02:26:32+00:00,43,7,,female,bullet,6/5/14
706162,150,150,Transportation,Transportation,To purchase a cycle  van for business purposes.,IN,India,Dhupguri,INR,334,2014-05-06 10:06:12+00:00,2014-04-18 07:00:00+00:00,2014-05-08 03:56:34+00:00,43,6,,female,bullet,6/5/14
706155,250,250,Farming,Agriculture,To purchase agricultural inputs for cultivation of pan (betel leaves).,IN,India,Dhupguri,INR,334,2014-05-06 09:49:36+00:00,2014-04-18 07:00:00+00:00,2014-05-07 21:37:34+00:00,43,7,,female,bullet,6/5/14
706096,175,175,Farming,Agriculture,To purchase jute seeds and fertilizers for cultivating jute.,IN,India,Dhupguri,INR,334,2014-05-06 08:02:42+00:00,2014-04-15 07:00:00+00:00,2014-05-07 05:31:22+00:00,43,5,,female,bullet,6/5/14
706131,150,150,Farming,Agriculture,To purchase jute seeds and fertilizers for cultivation.,IN,India,Dhupguri,INR,334,2014-05-06 08:57:43+00:00,2014-04-18 07:00:00+00:00,2014-05-07 20:54:33+00:00,43,6,,female,bullet,6/5/14
708018,225,225,Dairy,Agriculture,To purchase a dairy cow for her dairy farm.,IN,India,Dhupguri,INR,334,2014-05-09 10:06:10+00:00,2014-05-05 07:00:00+00:00,2014-05-13 01:36:39+00:00,43,7,,female,bullet,9/5/14
708017,275,275,Farming,Agriculture,"To purchase seeds, fertilizer and pesticides to grow bitter gourd.",IN,India,Dhupguri,INR,334,2014-05-09 10:02:48+00:00,2014-05-05 07:00:00+00:00,2014-05-13 16:56:21+00:00,43,11,,female,bullet,9/5/14
707955,1025,1025,Rickshaw,Transportation,to repair the auto rickshaw and purchase new tyres and tubes for it.,IN,India,"JKPur, Rayagada, Odisha",INR,242,2014-05-09 08:42:41+00:00,2014-04-11 07:00:00+00:00,2014-05-20 07:30:27+00:00,43,41,,"female, female, female, female, female, female",bullet,9/5/14
707992,3225,3225,Grocery Store,Food,"to purchase grocery items like rice, pulses, sugar, tea, flour, oil, potatoes, onions, garlic, ginger, biscuits, mixture, and other grocery items.",IN,India,"Hada Sikula, Rayagada, Odisha",INR,242,2014-05-09 09:26:13+00:00,2014-04-30 07:00:00+00:00,2014-06-06 13:41:20+00:00,43,122,"#Vegan, #Repeat Borrower, #Woman Owned Biz","female, female, female, female, female, female, female, female, female, female, female, female",bullet,9/5/14
708004,275,275,Farming,Agriculture,"To purchase jute seeds, fertilizers, and pesticides for cultivation.",IN,India,Dhupguri,INR,334,2014-05-09 09:43:25+00:00,2014-05-03 07:00:00+00:00,2014-05-17 12:44:50+00:00,43,10,,female,bullet,9/5/14
707996,275,275,Farming,Agriculture,"To purchase jute seeds, fertilizers and insecticides for jute cultivation.",IN,India,Dhupguri,INR,334,2014-05-09 09:36:20+00:00,2014-05-02 07:00:00+00:00,2014-05-14 02:26:07+00:00,43,6,,female,bullet,9/5/14
708021,275,275,Services,Services,to purchase electrical lights and necessary articles for her husband's business.,IN,India,Dhupguri,INR,334,2014-05-09 10:12:15+00:00,2014-05-02 07:00:00+00:00,2014-05-18 18:11:59+00:00,43,10,user_favorite,female,bullet,9/5/14
707899,675,675,Tailoring,Services,to purchase another sewing machine for herself and more sari stock for the cloth business of her husband to fulfill her dream of house construction and children's education.,IN,India,"Duajhar,Nuapada,Odisha",INR,242,2014-05-09 07:21:49+00:00,2014-04-17 07:00:00+00:00,2014-05-18 17:01:46+00:00,43,20,,"female, female, female, female",bullet,9/5/14
708010,275,275,Retail,Retail,To purchase beetle nuts for their existing business.,IN,India,Dhupguri,INR,334,2014-05-09 09:51:47+00:00,2014-05-05 07:00:00+00:00,2014-05-14 03:20:26+00:00,43,1,,female,bullet,9/5/14
708036,275,275,Dairy,Agriculture,To purchase a cow.,IN,India,Dhupguri,INR,334,2014-05-09 10:40:10+00:00,2014-05-02 07:00:00+00:00,2014-05-13 16:30:25+00:00,43,11,,female,bullet,9/5/14
708029,275,275,Dairy,Agriculture,to purchase a cow for her existing milk selling business.,IN,India,Dhupguri,INR,334,2014-05-09 10:25:11+00:00,2014-05-05 07:00:00+00:00,2014-05-13 11:20:56+00:00,43,11,,female,bullet,9/5/14
707869,875,875,Manufacturing,Manufacturing,to purchase more stock of empty cement bags and procure ready-made products.,IN,India,"Barpadar,Nuapada,Odisha",INR,242,2014-05-09 06:11:49+00:00,2014-05-19 07:00:00+00:00,2014-05-13 15:47:05+00:00,43,14,,"female, female, female, female",bullet,9/5/14
707941,850,850,Grocery Store,Food,"to purchase a huge amount of grocery items like rice, pulses, sugar, tea, flour, oil, potatoes, onions, garlic, ginger, etc.",IN,India,"JKPur, Rayagada, Odisha",INR,242,2014-05-09 08:27:01+00:00,2014-04-11 07:00:00+00:00,2014-05-20 16:08:05+00:00,43,33,,"female, female, female, female, female",bullet,9/5/14
707860,700,700,Rickshaw,Transportation,to purchase an auto rickshaw,IN,India,"JKPur, Rayagada, Odisha",INR,242,2014-05-09 05:37:53+00:00,2014-04-11 07:00:00+00:00,2014-05-22 19:44:25+00:00,43,28,,"female, female, female, female",bullet,9/5/14
708032,275,275,Dairy,Agriculture,to purchase a cow for her milk selling business.,IN,India,Dhupguri,INR,334,2014-05-09 10:30:40+00:00,2014-05-02 07:00:00+00:00,2014-05-13 02:10:56+00:00,43,10,,female,bullet,9/5/14
707975,3225,3225,Retail,Retail,to purchase varieties of silver utensils.,IN,India,"Muniguda,Rayagada,Odisha",INR,242,2014-05-09 09:06:48+00:00,2014-04-30 07:00:00+00:00,2014-06-10 18:49:36+00:00,43,123,"#Repeat Borrower, user_favorite","female, female, female, female",bullet,9/5/14
708075,3650,3650,Clothing Sales,Clothing,To purchase quality saris and fancy garments to sell,IN,India,"Duajhar,Nuapada,Odisha",INR,242,2014-05-09 12:06:08+00:00,2014-04-17 07:00:00+00:00,2014-06-18 06:33:05+00:00,43,142,"#Fabrics, user_favorite","female, female, female, female, female",bullet,9/5/14
707966,1950,1950,Manufacturing,Manufacturing,to purchase a leaf plate press machine and a bulk quantity of leaves.,IN,India,"Muniguda,Rayagada,Odisha",INR,242,2014-05-09 08:55:58+00:00,2014-04-30 07:00:00+00:00,2014-05-18 18:01:21+00:00,43,69,"user_favorite, user_favorite","female, female, female, female, female",bullet,9/5/14
708326,275,275,Farming,Agriculture,"To purchase seeds, fertilizers and pesticides for cultivating jute.",IN,India,Dhupguri,INR,334,2014-05-10 09:28:08+00:00,2014-05-02 07:00:00+00:00,2014-05-18 01:27:50+00:00,43,8,,female,bullet,10/5/14
708340,1275,1275,General Store,Retail,"to buy items like cold drinks, chips, biscuits, pan, etc., for the store to sell for more profit.",IN,India,Churachandpur,INR,238,2014-05-10 10:11:55+00:00,2014-05-07 07:00:00+00:00,2014-05-29 23:55:24+00:00,43,43,"#Supporting Family, #Widowed, #Woman Owned Biz","female, female, female, female, female",bullet,10/5/14
708328,225,225,Dairy,Agriculture,To purchase a cow for milk supply business.,IN,India,Dhupguri,INR,334,2014-05-10 09:35:13+00:00,2014-05-02 07:00:00+00:00,2014-05-15 10:55:08+00:00,43,9,"#Woman Owned Biz, #Animals, #Biz Durable Asset",female,bullet,10/5/14
708346,1275,1275,Manufacturing,Manufacturing,to buy tobacco leaf to make tuibuh tui (liquid tobacco) and sell it to make more profit.,IN,India,Churachandpur,INR,238,2014-05-10 10:42:25+00:00,2014-05-07 07:00:00+00:00,2014-05-20 22:36:19+00:00,43,50,"#Elderly, #Widowed, #Woman Owned Biz","female, female, female, female, female",bullet,10/5/14
708334,275,275,Farming,Agriculture,"To purchase seeds, fertilizers and insecticides for cultivating jute.",IN,India,Dhupguri,INR,334,2014-05-10 09:54:49+00:00,2014-05-06 07:00:00+00:00,2014-05-18 01:27:50+00:00,43,5,,female,bullet,10/5/14
708335,275,275,Farming,Agriculture,To purchase agricultural inputs like fertilizers and seeds to cultivate jute.,IN,India,Dhupguri,INR,334,2014-05-10 09:58:18+00:00,2014-05-02 07:00:00+00:00,2014-05-16 19:45:10+00:00,43,7,"user_favorite, user_favorite",female,bullet,10/5/14
708343,150,150,Farming,Agriculture,to purchase seeds and fertilizers for cultivation of ribbed gourd.,IN,India,Dhupguri,INR,334,2014-05-10 10:17:11+00:00,2014-05-06 07:00:00+00:00,2014-05-14 08:24:23+00:00,43,6,,female,bullet,10/5/14
708332,175,175,Dairy,Agriculture,To purchase a dairy cow for her existing milk selling business.,IN,India,Dhupguri,INR,334,2014-05-10 09:48:33+00:00,2014-05-06 07:00:00+00:00,2014-05-14 01:05:51+00:00,43,4,,female,bullet,10/5/14
708344,925,925,General Store,Retail,"to buy more vegetable varieties, dry fish and smoked meat and sell it for more profit.",IN,India,Churachandpur,INR,238,2014-05-10 10:29:48+00:00,2014-05-08 07:00:00+00:00,2014-05-21 07:46:20+00:00,43,37,user_favorite,"female, female, female, female, female",bullet,10/5/14
708337,1275,1275,General Store,Retail,"To buy items like betel leaf, nuts, chips, candles and edible oil to sell ",IN,India,Churachandpur,INR,238,2014-05-10 10:01:53+00:00,2014-05-08 07:00:00+00:00,2014-05-30 21:42:01+00:00,43,49,"#Single, #Woman Owned Biz","female, female, female, female, female",bullet,10/5/14
708342,275,275,Dairy,Agriculture,to purchase a cow for her dairy business.,IN,India,Dhupguri,INR,334,2014-05-10 10:14:06+00:00,2014-05-06 07:00:00+00:00,2014-05-14 23:14:40+00:00,43,10,user_favorite,female,bullet,10/5/14
708339,275,275,Fishing,Food,"To buy fingerlings, fishing net and insecticides ",IN,India,Dhupguri,INR,334,2014-05-10 10:08:26+00:00,2014-05-06 07:00:00+00:00,2014-05-15 18:36:32+00:00,43,10,user_favorite,female,bullet,10/5/14
708330,175,175,Farming,Agriculture,To purchase agricultural inputs for cultivating jute.,IN,India,Dhupguri,INR,334,2014-05-10 09:39:47+00:00,2014-05-02 07:00:00+00:00,2014-05-13 19:57:23+00:00,43,6,,female,bullet,10/5/14
709301,275,275,Dairy,Agriculture,to buy another cow and buffalo.,IN,India,"Deoghar, Jharkhand",INR,347,2014-05-13 11:02:22+00:00,2014-08-10 07:00:00+00:00,2014-05-20 23:13:30+00:00,43,6,,female,bullet,13/5/14
709650,275,275,Farming,Agriculture,"to purchase necessary agricultural supplies, such as seeds, fertilizers, etc., to cultivate jute.",IN,India,Dhupguri,INR,334,2014-05-14 05:40:22+00:00,2014-05-06 07:00:00+00:00,2014-05-17 20:52:11+00:00,43,11,user_favorite,female,bullet,14/5/14
709656,275,275,Farming,Agriculture,To purchase seeds and fertilizers to cultivate jute.,IN,India,Dhupguri,INR,334,2014-05-14 05:49:27+00:00,2014-05-03 07:00:00+00:00,2014-05-17 19:15:53+00:00,43,10,,female,bullet,14/5/14
709668,150,150,Cosmetics Sales,Retail,To purchase varieties of cosmetics and soft toys for her existing business.,IN,India,Dhupguri,INR,334,2014-05-14 06:06:13+00:00,2014-05-06 07:00:00+00:00,2014-05-17 17:02:28+00:00,43,6,,female,bullet,14/5/14
710041,1800,1800,Clothing Sales,Clothing,to buy ready-made garments ,IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-14 15:54:05+00:00,2014-04-18 07:00:00+00:00,2014-06-18 15:52:11+00:00,43,64,"#Hidden Gem, #Fabrics, #Elderly, user_favorite, user_favorite","female, female, female, female",bullet,14/5/14
709892,2750,2750,Fruits & Vegetables,Food,to buy fruit to grow her business,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:15:27+00:00,2014-04-30 07:00:00+00:00,2014-06-04 13:54:03+00:00,43,101,"#Parent, #Woman Owned Biz, #Vegan","female, female, female, female, female, female, female, female, female",bullet,14/5/14
709676,150,150,Farming,Agriculture,"To buy fertilizers, seeds, and pesticides for cultivating jute.",IN,India,Dhupguri,INR,334,2014-05-14 06:17:12+00:00,2014-05-06 07:00:00+00:00,2014-05-17 01:50:13+00:00,43,6,,female,bullet,14/5/14
709815,275,275,Dairy,Agriculture,to purchase a dairy cow,IN,India,"Deoghar, Jharkhand",INR,347,2014-05-14 09:48:25+00:00,2014-08-10 07:00:00+00:00,2014-05-17 17:00:32+00:00,43,8,,female,bullet,14/5/14
709873,4650,4650,Food Production/Sales,Food,to purchase more fish and other food to increase her sales.,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:02:25+00:00,2014-04-30 07:00:00+00:00,2014-05-24 07:10:24+00:00,43,142,,"female, female, female, female, female, female, female, female, female, female, female",bullet,14/5/14
709682,175,175,Retail,Retail,To purchase betel leaves for their existing business.,IN,India,Dhupguri,INR,334,2014-05-14 06:40:45+00:00,2014-05-06 07:00:00+00:00,2014-05-17 15:07:07+00:00,43,7,,female,bullet,14/5/14
709664,275,275,Farming,Agriculture,To purchase jute seeds and fertilizers for jute cultivation.,IN,India,Dhupguri,INR,334,2014-05-14 06:02:09+00:00,2014-05-03 07:00:00+00:00,2014-05-17 14:01:11+00:00,43,11,,female,bullet,14/5/14
709876,4650,4650,Fruits & Vegetables,Food,To purchase vegetables and flower plants for her business.,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:05:25+00:00,2014-04-30 07:00:00+00:00,2014-06-10 18:38:54+00:00,43,161,"#First Loan, #Fabrics, #Parent, user_favorite","female, female, female, female, female, female, female, female, female, female, female",bullet,14/5/14
709882,3875,3875,Farming,Agriculture,"to buy fertilizer and farm inputs, such as seeds and pesticides, for expanding her farm.",IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:08:29+00:00,2014-04-30 07:00:00+00:00,2014-06-02 02:25:51+00:00,43,144,"#Fabrics, #First Loan, #Parent","female, female, female, female, female, female, female, female, female, female",bullet,14/5/14
709899,2475,2475,Food Stall,Food,to purchase materials to maintain the refreshment stall,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:18:25+00:00,2014-04-30 07:00:00+00:00,2014-06-25 15:16:04+00:00,43,82,"#Parent, #Woman Owned Biz","female, female, female, female, female, female, female, female",bullet,14/5/14
709653,150,150,Dairy,Agriculture,to purchase a dairy cow for her milk supply business.,IN,India,Dhupguri,INR,334,2014-05-14 05:45:17+00:00,2014-05-06 07:00:00+00:00,2014-05-16 20:47:01+00:00,43,6,,female,bullet,14/5/14
709874,3050,3050,Farming,Agriculture,to buy seeds and fertilizer for her farmland.,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:03:52+00:00,2014-04-30 07:00:00+00:00,2014-05-20 08:32:51+00:00,43,122,,"female, female, female, female, female, female, female, female, female",bullet,14/5/14
710042,1200,1200,Farming,Agriculture,to buy fertilizers and seeds,IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-14 15:55:24+00:00,2014-04-22 07:00:00+00:00,2014-06-18 01:38:05+00:00,43,40,,"female, female, female",bullet,14/5/14
710045,1575,1575,Farming,Agriculture,"to buy manure, raw materials and fish food",IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-14 15:57:53+00:00,2014-04-18 07:00:00+00:00,2014-06-18 18:27:21+00:00,43,45,"#Eco-friendly, #Woman Owned Biz, #Repeat Borrower, #Health and Sanitation, #Inspiring Story, #Unique, user_favorite","female, female, female, female",bullet,14/5/14
709897,1675,1675,Livestock,Agriculture,"to invest in buying wire, chicks, goat kids, and animal feed.",IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:17:12+00:00,2014-04-30 07:00:00+00:00,2014-06-28 15:16:58+00:00,43,64,"#Animals, #Parent, #Woman Owned Biz","female, female, female, female, female, female, female, female, female, female",bullet,14/5/14
709871,4050,4050,Farming,Agriculture,to cover the initial cost of purchasing the seeds and fertilizer for her cropland.,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:01:03+00:00,2014-04-30 07:00:00+00:00,2014-05-27 19:41:20+00:00,43,143,"#Woman Owned Biz, #Supporting Family, #Vegan","female, female, female, female, female, female, female, female, female, female, female, female",bullet,14/5/14
709885,4650,4650,Agriculture,Agriculture,to purchase fertilizers and seeds for vegetable cultivation,IN,India,"Odagaon, Odisha",INR,241,2014-05-14 12:10:22+00:00,2014-04-30 07:00:00+00:00,2014-05-20 11:17:06+00:00,43,178,,"female, female, female, female, female, female, female, female, female, female, female",bullet,14/5/14
710047,1300,1300,Farming,Agriculture,to buy fertilizers and Boro (paddy) seeds,IN,India,"South 24 Parganas, West Bengal",INR,347,2014-05-14 15:58:41+00:00,2014-04-22 07:00:00+00:00,2014-06-18 16:58:13+00:00,43,43,"#Woman Owned Biz, user_favorite","female, female, female",bullet,14/5/14
